label	content	text2
13	Penguin no Mondai (ペンギンの問題 lit. A Penguin's Troubles) is a comedic manga series by Yūji Nagai about a penguin named Beckham Kinoshita who attends Kirikabu Elementary School and who likes to eat hamburgers and hot chips. It is published by Shogakukan and has been collated into 15 tankōbon volumes as of January 2013. The manga won the 55th Shogakukan Manga Awards in the children's division.	
12	The Adventures of Hajji Baba is an American film  released on October 1 1954 in the United States. The film was made in Southern California and starred John Derek and Elaine Stewart. It was connected to the Hajji Baba of Ispahan is the hero of The Adventures of Hajji Baba of Ispahan by James Justinian Morier (3 vols. London 1824).	
5	The Auster Avis was a four-seat light aircraft developed from the Auster Autocrat. It featured a redesigned fuselage incorporating four doors and a circular cross-section towards the tail new undercarriage and new wing flaps. It was planned in two versions the Mk 1 for civil use and the Mk 2 for military and air ambulance duties. However only two prototypes were built and Auster abandoned the project in favour of the J-5 Autocar.	
9	The Scarce Umber (Agriopis aurantiaria) is a moth of the Geometridae family. It is found throughout Europe.The wingspan is 27–35 mm. Adults are on wing from October to November. Females are nearly wingless.The larvae feed on various deciduous trees includingBetula Quercus robur Sorbus aucuparia Rosa and Prunus padus.	
9	Miniopterus brachytragos is a bat in the genus Miniopterus that occurs in northern and western Madagascar. Populations of this species have historically been included in Miniopterus manavi but molecular data published in 2008 and 2009 indicate this supposed species in fact consists of five separate species including the newly described M. brachytragos. Up to four species of this group may occur in the same place. M.	
6	The Osgood–Kuhnhausen House also known as Carina's Cottage is located on Redstone Boulevard in Redstone Colorado United States. It is a timber frame structure built at the beginning of the 20th century in the Tudor Revival architectural style. In 1983 it was listed on the National Register of Historic Places.Redstone was established at that time by John C. Osgood founder of the Colorado Fuel and Iron (CF&I) company one of the largest mining companies in the state.	
2	Alfredo Panzini (31 December 1863-10 April 1939) was an Italian novelist and lexicographer. Born in Senigallia Panzini was a student of Giosuè Carducci at the University of Bologna. Panzini worked as a secondary school teacher before becoming a writer. Panzini is noted for the humorous and often genial tone of his writings. Among his many works there are Libro dei Morti (1893) Santippe (1914) and Il diavolo nella mia libreria (1920).	
1	St. Mary's Academy is a private Catholic girls' school in Winnipeg Manitoba Canada. It was founded by the Grey Nuns in 1869 and became the oldest continually operating independent school in the province.[citation needed] In the late 1960s the school became primarily focused on education of junior and senior high school girls. It is currently run by the Sisters of the Holy Names of Jesus and Mary.The school moved to its present location in 1903.	
6	Cabrini Medical Center of New York City was created in the late 20th century by a merger of two Manhattan hospitals. It closed in 2008 due to financial difficulties. In January 2010 the five buildings formerly housing the medical center were purchased by Memorial Sloan-Kettering Cancer Center for $83.1 million with plans to open an outpatient cancer facility.	
12	Chhota Bheem and the Throne of Bali (2013) is an Indian animation film based on the characters Chhota Bheem and his friends. This is the sixteenth movie in the Chhota Bheem series and the second to be released to theatres rather than to television. The film was distributed by Yash Raj Films and released in three different languages—Hindi Tamil Telugu—and received mixed reviews. This movie was also released in USA on 1 February 2014.	
13	The International Journal of Baudrillard Studies (IJBS) is an international peer-reviewed open access non-profit transdisciplinary publication dedicated to engaging the thought and writing of Jean Baudrillard. The journal is edited by Gerry Coulter.IJBS was born out of the need for a scholarly venture on Baudrillard that would be not only the best thing on the web about Baudrillard but (would) drive a wedge into the “pay-per use” journal industry (Ruiz:2005).	
1	Delia Memorial School (Matteo Ricci) (Chinese: 地利亞修女紀念學校（利瑪竇）) commenced its service in 1984 operating under the management of Delia Group of Schools. It joined the government Direct Subsidy Scheme in September 2000 and became a non-profitable organization located at Kwun Tong Hong Kong. It is a full-time coeducational grammar school offering S1 – S6 curricula and recommending qualified candidates to sit the Hong Kong Diploma of Secondary Education Examination.	
0	Société Nationale d'Investissement (SNI) or National Investment Company is a large private Moroccan holding company controlled by the Moroccan royal family. The holding company used to be the majority shareholder of the now defunct ONA Group until the activities of the latter were absorbed into the SNI and subsequently disposed of.In 2012 the company's consolidated turnover was 53 billion MAD and its net income was 5 billion MAD	
8	Boruszyn [bɔˈruʂɨn] is a village in the administrative district of Gmina Lipinki Łużyckie within Żary County Lubusz Voivodeship in western Poland. It lies approximately 13 kilometres (8 mi) west of Żary and 53 km (33 mi) south-west of Zielona Góra.Before 1945 the area was part of Germany (see Territorial changes of Poland after World War II).The village has a population of 220.	
7	Bukit Lumut Balai is a heavily eroded stratovolcano on Sumatra island Indonesia. It consist of three eruption centers two on the Bukit Lumut and one on the northeast side of the Bukit Balai. A large lava flow occurs on the north side of Bukit Balai. Active fumarole fields are found in two cresentic basins to the north of Bukit Lumut.	
4	Major General Robert Ebenezer Abossey Kotei (1935 – 26 June 1979) was a soldier politician and track and field athlete. He was once the Chief of Defence Staff of the Ghana Armed Forces and also a member of the Supreme Military Council which ruled Ghana between 1975 and 1979. He was executed in 1979 following a military coup. He also held the Ghanaian high jump record for many years.	
5	The Yakovlev Yak-14 (NATO reporting name: Mare Russian: Як-14) was the largest assault glider ever to enter service with the Soviet Air Force. It was introduced in 1949 at a time when other air forces were abandoning the glider concept. In 1950 a Yak-14 became the first glider to fly over the North Pole.	
12	Ten Thousand Miles in the Southern Cross is a 1922 New Zealand travelogue made by George Tarr during a 1922 voyage in the South Pacific. Most are of indigenous tribes e.g. ritual dances thogh one shot is of a bishop in full canonical regalia presumably at a Melanesian mission.	
